create_date,location_id,location_name,md101_sn,msg,send_platform,cast,missing,age,keyword
2023/08/30 22:03:29,78,경상북도 구미시,204701,"금일 21:37분 구미시 산사태 경보 발령. 산림 주변 야외활동 자제, 산사태 취약지역 및 산림인근 거주자는 안전지역으로 즉시 대피하시기 바랍니다.",cbs,구미시청,,,"[('자제 산사태 취약지역 산림인근', 0.5899)]"
2023/08/30 22:02:23,78,경상북도 구미시,204700,"낙동강 수위 상승에 따른 덕산교, 남구미전망대 주차장 통제중이니, 하천변 등 위험지역 접근금지 및 외출을 삼가기 바라며,안전에 유의하시기 바랍니다.",cbs,구미시청,,,"[('접근금지 외출을 삼가기', 0.6702)]"
2023/08/30 14:05:57,78,경상북도 구미시,204663,"금오천, 구미천, 인노천 , 한천, 이계천 산책로 금일 12시 이후 단계적으로 통제하오니 통행금지 및 인근 접근 제한을 알려드립니다.",cbs,구미시청,,,"[('이후 단계적으로 통제하오니', 0.6362)]"
2023/08/10 17:18:34,78,경상북도 구미시,202966,태풍 영향 약화에 따라 구포동 1043번지(한국옵티칼하이테크) 인근 도로 통행 제한을 17:00부로 해제하였음을 알려드립니다.,cbs,구미시청,한국옵티칼하이테크,,"[('제한을 17 00부로 해제하였음을', 0.5551)]"
2023/08/10 10:14:48,78,경상북도 구미시,202592,"백곡천(인동52길 42번지 일원) 하천 수위 상승에 따른 위험이 있으니, 진입금지 및 대피하여 주시기 바랍니다.",cbs,구미시청,인동52길 42번지 일원,,"[('하천 수위 상승에', 0.6717)]"
2023/08/10 06:45:07,78,경상북도 구미시,202328,<도로 통행 제한안내> 사유:화재 이후 시설물 안전조치 미실시로 태풍 카눈으로 인한 인명 및 재산피해 우려,cbs,구미시청,,,"[('카눈으로 인한 인명', 0.7143)]"
2023/08/10 06:44:45,78,경상북도 구미시,202327,<도로 통행 제한안내> 위치:구포동 1043번지(한국옵티칼하이테크) 일원 일시:8.9.~별도 해제시까지,cbs,구미시청,한국옵티칼하이테크,,"[('일시 별도', 0.5327)]"
2023/08/09 12:43:00,78,경상북도 구미시,201944,"태풍 북상으로 낙동강동락공원옆 주차장에 주차된 차량및보트를 금일 14시까지 이동시키기바라며,이후에는 강제 이동 견인 조치예정입니다.(480-5393)",cbs,구미시청,480-5393,,"[('이동 견인 조치예정입니다', 0.6176)]"
2023/08/09 09:03:16,78,경상북도 구미시,201837,태풍 카눈 북상으로 동락공원옆 낙동강변 주차장에 주차된 차량은 오늘중으로 안전한 곳으로 이동 주차하시기 바랍니다.,cbs,구미시청,,,"[('낙동강변 주차장에', 0.6633)]"
2023/07/27 16:17:16,78,경상북도 구미시,199988,"폭염경보 발효중. 충분한 수분 섭취, 논밭 야외 활동 자제, 작업장 폭염 안전수칙(물, 그늘, 휴식)등을 준수하여 건강관리에 유의하시기 바랍니다.",cbs,구미시청,"물, 그늘, 휴식",,"[('건강관리에 유의하시기', 0.6886)]"
2023/07/26 18:41:42,78,경상북도 구미시,199897,"우리지역에 18시이후 집중호우가 내리고 있습니다. 하천변, 지하차도, 저지대 등 위험지역 접근은 삼가시고 외출을 자제하여 주시기 바랍니다.",cbs,구미시청,,,"[('자제하여 주시기 바랍니다', 0.7448)]"
2023/07/25 16:54:09,78,경상북도 구미시,199770,"우리지역에 천둥을 동반한 강한 집중호우가 국지적으로 내리고 있으니, 하천변, 지하차도 등 위험지역은 접근하지 마시고 외출을 자제하시기 바랍니다.",cbs,구미시청,,,"[('천둥을 동반한 강한 집중호우가', 0.7447)]"
2023/07/21 20:03:31,78,경상북도 구미시,199208,주문한 적이 없고 수취인이 불명확한 해외에서 배송된 우편물을 수령하였을 경우 개봉하지 마시고 즉시 112 또는 119로 신고하여 주시기 바랍니다.,cbs,구미시청,,,"[('불명확한 해외에서', 0.6542)]"
2023/07/18 20:32:20,78,경상북도 구미시,198862,도개면 도개리 167-3 도송지 인근 소하천 범람으로 통행을 자재하여 주시기바랍니다.,cbs,구미시청,,,"[('통행을 자재하여', 0.5367)]"
2023/07/18 16:14:45,78,경상북도 구미시,198723,"현재 시간당 강우량 20mm이상 강한 비가 내리고 있으며, 19일(수) 새벽에 집중호우가 예상됩니다. 사전에 대비를 철저히 하여 주시기 바랍니다.",cbs,구미시청,수,,"[('새벽에 집중호우가 예상됩니다', 0.5169)]"
2023/07/17 22:59:38,78,경상북도 구미시,198522,"18일 새벽 시간 때 우리 지역에 많은 비가 예상되오니, 외출 자제 등 안전에 유의하시기 바랍니다.",cbs,구미시청,,,"[('예상되오니 외출 자제 안전에', 0.4417)]"
2023/07/17 21:54:04,78,경상북도 구미시,198506,"원평동 원지교 하천 둔치변 진입을 금지하오니 하천변, 저지대 등 위험지역은 접근하지 마시고 안전에 유의하시기 바랍니다.",cbs,구미시청,,,"[('하천 둔치변 진입을', 0.7362)]"
2023/07/17 20:18:14,78,경상북도 구미시,198484,"금오산저수지 방류로 구미천, 금오천 산책로 이용을 금지하오니 하천변, 저지대 등 위험지역은 접근하지 마시고 안전에 유의하시기 바랍니다.",cbs,구미시청,,,"[('금오산저수지 방류로 구미천', 0.7337)]"
2023/07/17 19:58:26,78,경상북도 구미시,198481,"낙동강 수위 상승에 따른 낙동강체육공원, 덕산교 교통통제 중이며, 금오산저수지 등 위험지역 출입을 금지하오니 안전에 유의바랍니다.",cbs,구미시청,,,"[('낙동강체육공원 덕산교 교통통제 중이며', 0.6794)]"
2023/07/17 19:00:09,78,경상북도 구미시,198470,"지산1길20-12 주변 토사유출 우려에 따른 출입을 삼가주시기 바라며, 인근 주민은 지암경로당(지산1길4-14)으로 안전하게 대피해주시기 바랍니다.",cbs,구미시청,지산1길4-14,,"[('주민은 지암경로당 지산1길4', 0.6262)]"
